低楼层，南北通透，户型好，采光好！,青年东路5号院,文化西路,3室1厅 ,74.68, 南 北 , 简装 ,5, 板楼,22, 1个月以前发布,1920000.0,"25,710元/平",VR看装修 房本满五年 随时看房 
奥体西路两居室诚意出售，户型方正,泰悦赫府,化纤厂路,2室2厅 ,91.05, 南 , 其他 ,34, 板楼,0, 2个月以前发布,1650000.0,"18,122元/平",近地铁 VR房源 房本满五年 随时看房 
棋盘小区单位宿舍人文素质高人车分流,棋盘小区四区,佛山街,2室0厅 ,57.72, 南 , 其他 ,5, 板楼,14, 一年前发布,1100000.0,"19,058元/平",VR看装修 房本满五年 随时看房 
燕子山小区东路+3居中间楼层+民政厅宿舍+好停车+楼新,燕子山小区东路,甸柳,3室2厅 ,113.59, 南 北 , 其他 ,5, 板楼,0, 2个月以前发布,2900000.0,"25,531元/平",VR房源 房本满五年 随时看房 
正规两室一厅 大院传达 单位宿舍单价低,羊头峪西沟,文化东路,2室1厅 ,75.0, 南 北 , 其他 ,5, 板楼,0, 2个月以前发布,1400000.0,"18,667元/平",VR房源 房本满五年 随时看房 
经十路，燕子山，东方双语好户型三居室,经十路14626号,燕山,3室2厅 ,129.6, 南 北 , 精装 ,6, 板楼,0, 3个月以前发布,2490000.0,"19,213元/平",VR看装修 房本满五年 随时看房 
名士豪庭二区塞纳丽舍 满五唯一 好楼层 视野棒急售,名士豪庭2区,浆水泉区,3室2厅 ,142.32, 南 北 , 其他 ,18, 板楼,1, 3个月以前发布,4280000.0,"30,074元/平",VR看装修 房本满五年 随时看房 
此房配套齐全  交通方便  业主诚意出售,师东小区,文化东路,1室1厅 ,49.4, 东 西 , 简装 ,6, 板楼,32, 一年前发布,820000.0,"16,600元/平",VR看装修 房本满五年 随时看房 
山师旁+邮局宿舍+25平院+有小房+文东燕山,山师东路3号,文化东路,4室0厅 ,82.02, 南 北 , 其他 ,5, 板楼,1, 1个月以前发布,1980000.0,"24,141元/平",VR看装修 房本满五年 随时看房 
历下区 CBD北侧 户型好 位置佳,凯旋公馆,化纤厂路,2室2厅 ,94.13, 南 北 , 其他 ,30, 板楼,1, 7个月以前发布,1760000.0,"18,698元/平",VR看装修 房本满五年 随时看房 
正觉寺小区，两室一厅，客厅有窗，3楼，诚意出售,正觉寺小区二区,佛山街,2室1厅 ,72.0, 南 北 , 其他 ,7, 板楼,2, 5个月以前发布,1520000.0,"21,112元/平",VR看装修 房本满五年 随时看房 
鑫源山庄、免高税、1楼、龙德双语、有钥匙、车位另算,鑫源山庄,旅游路,3室2厅 ,126.94, 南 北 , 精装 ,15, 板楼,60, 一年前发布,3890000.0,"30,645元/平",近地铁 VR房源 房本满两年 随时看房 
房子出行方便 位置好 户型好 有钥匙看房方便,东仓小区,东关,2室1厅 ,75.14, 南 北 , 其他 ,6, 板楼,5, 5个月以前发布,1050000.0,"13,974元/平",VR看装修 房本满五年 随时看房 
一楼有40平米小院 单位宿舍大院传达户型好,山师北街5号院,文化东路,2室1厅 ,65.81, 南 北 , 其他 ,6, 板楼,1, 1个月以前发布,2060000.0,"31,303元/平",VR看装修 房本满五年 随时看房 
近山师电梯房，房龄新，物业管理好，绿化高，人车分流,文华园,文化东路,2室1厅 ,76.28, 东 北 , 其他 ,25, 塔楼,1, 2个月以前发布,1950000.0,"25,564元/平",VR看装修 房本满五年 随时看房 
交通便利，小区绿化高，安静，楼层好,鲁商国奥城,奥体中心,3室2厅 ,100.68, 南 , 其他 ,26, 板楼,0, 5个月以前发布,1210000.0,"12,019元/平",近地铁 VR房源 房本满五年 随时看房 
燕子山小区南区 双气无上学记录 业主诚意出售看房方便,燕子山小区南区,文化东路,2室1厅 ,64.0, 南 北 , 其他 ,6, 板楼,0, 5个月以前发布,1600000.0,"25,000元/平",VR看装修 房本满五年 随时看房 
奥体全运村 百合园方正两居室 证满两年 看房方便,海尔绿城全运村百合园,奥体中心,2室2厅 ,104.96, 南 北 , 其他 ,10, 板楼,5, 一年前发布,2880000.0,"27,440元/平",VR房源 房本满五年 随时看房 
西沟单位宿舍，有小房    出行较方便。,羊头峪西沟,文化东路,3室1厅 ,89.0, 南 北 , 其他 ,5, 板楼,1, 1个月以前发布,1980000.0,"22,248元/平",VR房源 房本满两年 随时看房 
诚基中心 1室1厅 南,诚基中心,历东,1室1厅 ,40.0, 南 , 其他 ,16, 塔楼,0,1,400000.0,"10,000元/平",VR房源 随时看房 
诚心出售 长盛小区 看上房子价格可谈 非顶层 看房方便,长盛小区南区二区,东关,3室1厅 ,64.25, 南 北 , 其他 ,6, 板楼,1, 11个月以前发布,1000000.0,"15,565元/平",VR房源 房本满五年 随时看房 
青年东路南北通透一居室精装双气齐全诚意出售,青年东路16号,文化西路,1室2厅 ,65.4, 南 北 , 其他 ,5, 板楼,2, 11个月以前发布,1820000.0,"27,829元/平",VR看装修 房本满五年 随时看房 
解放路国华经典改善三居室南北通透,国华经典,甸柳,3室2厅 ,145.67, 南 北 , 其他 ,11, 板楼,1, 5个月以前发布,3400000.0,"23,341元/平",VR看装修 房本满五年 随时看房 
棋盘小区四区，一室一厅的小户型， 采光好 交通便利,棋盘小区四区,佛山街,1室1厅 ,44.26, 东 西 , 简装 ,7, 板楼,1, 7个月以前发布,650000.0,"14,686元/平",VR看装修 房本满五年 随时看房 
满五唯一 出行方便 视野开阔 南北通透,燕东山庄,燕山,2室2厅 ,73.47, 南 北 , 简装 ,4, 板楼,13, 一年前发布,1400000.0,"19,056元/平",VR看装修 房本满五年 随时看房 
交通便利，就一栋楼的距离，下楼即到,棋盘小区二区,佛山街,1室2厅 ,62.35, 东 西 , 其他 ,6, 板楼,0, 5个月以前发布,1010000.0,"16,199元/平",VR看装修 房本满两年 随时看房 
历下区 观远山看湖景 小户型 世纪大道经十路近在咫尺,三庆城市主人,凤山路,2室2厅 ,91.51, 南 , 精装 ,29, 板楼,4, 一年前发布,1440000.0,"15,736元/平",VR看装修 房本满两年 随时看房 
此房无高税，一楼带30平方院，卫生间在房子里面,山东省医科院宿舍,文化西路,1室1厅 ,36.81, 南 北 , 其他 ,4, 板楼,7, 一年前发布,1035000.0,"28,118元/平",VR房源 房本满两年 随时看房 
历下精装两居，R3线，CBD旁，好物业，好住,万科城一期,化纤厂路,2室2厅 ,79.87, 南 北 , 精装 ,16, 板楼,17, 一年前发布,1590000.0,"19,908元/平",近地铁 VR看装修 房本满五年 随时看房 
纯甸柳 无记录 三楼 两室朝阳 南北无遮挡 无抵押,甸柳三区,甸柳,3室1厅 ,75.0, 南 北 , 其他 ,5, 板楼,0,6,2330000.0,"31,067元/平",VR房源 随时看房 
大客厅正规大三室 花园庄 林业大厦 独立楼栋 高品质,花园庄小区,山大路,3室2厅 ,100.95, 南 北 , 其他 ,6, 板楼,2, 5个月以前发布,1470000.0,"14,562元/平",VR看装修 房本满两年 随时看房 
历下区，电梯洋房，好楼层精装修，拎包入住,普利商务中心,CBD,2室2厅 ,109.82, 南 北 , 精装 ,12, 板楼,1, 4个月以前发布,1750000.0,"15,936元/平",VR看装修 房本满五年 随时看房 
双室朝阳！全明户型！产权地下室！交通便利！,假日丽景花园小区西区,祝甸,2室2厅 ,85.78, 南 , 简装 ,11, 板楼,4, 5个月以前发布,1350000.0,"15,738元/平",VR看装修 房本满五年 随时看房 
南北通透精装修3室 视野采光好 满五年随时看,名士豪庭1区,浆水泉区,3室2厅 ,134.73, 南 北 , 精装 ,25, 板楼,0, 4个月以前发布,3620000.0,"26,869元/平",VR看装修 房本满五年 随时看房 
中建国熙台+纯毛坯+南北通透+证满二年+采光好=品质高,国熙台,山大路,3室2厅 ,143.56, 南 北 , 毛坯 ,26, 板楼,7, 5个月以前发布,4600000.0,"32,043元/平",VR看装修 房本满五年 随时看房 
电梯房，浆水泉路，武警医院，窑头路，改善,华丰居,姚家,3室2厅 ,141.99, 南 北 , 其他 ,18, 板楼,2, 3个月以前发布,2990000.0,"21,058元/平",VR看装修 房本满五年 随时看房 
正觉寺小区  1室  小户型  朝南向 总价低  双气,正觉寺小区一区,佛山街,1室0厅 ,33.86, 南 , 其他 ,7, 板楼,0, 2个月以前发布,770000.0,"22,741元/平",VR看装修 房本满五年 随时看房 
一楼带花园20多平 花园已开南门 进出方便 解放路,七中宿舍教育局干休楼,甸柳,3室2厅 ,97.0, 南 北 , 毛坯 ,6, 板楼,2, 2个月以前发布,2380000.0,"24,537元/平",VR看装修 房本满两年 随时看房 
此房卧室朝南 户型方正 暖气 非顶层,山医宿舍,文化西路,1室1厅 ,42.45, 南 , 毛坯 ,7, 板楼,30, 一年前发布,750000.0,"17,668元/平",VR看装修 房本满五年 随时看房 
齐鲁医院旁 供电宿舍 低楼层  有院有传达 地下室,佛山苑二区,佛山街,2室1厅 ,77.67, 南 北 , 精装 ,6, 板楼,0, 1个月以前发布,1700000.0,"21,888元/平",VR看装修 房本满五年 随时看房 
2楼电梯房 ！三室朝阳！ 有钥匙看房方便！有地下室,三庆燕庆园,山大路,3室2厅 ,130.4, 南 北 , 其他 ,7, 板楼,0, 1个月以前发布,3490000.0,"26,764元/平",VR看装修 房本满五年 随时看房 
此房中间楼层，采光明亮，视野开阔，精装干净,万科城一期,化纤厂路,3室1厅 ,96.13, 南 , 精装 ,34, 板楼,1, 1个月以前发布,2080000.0,"21,638元/平",近地铁 VR房源 房本满五年 随时看房 
山师东路 低楼层 大院好停车 配套成熟  价格便宜,山师东路6号,文化东路,2室0厅 ,46.42, 东 , 其他 ,8, 板楼,6, 一年前发布,1000000.0,"21,543元/平",VR房源 房本满两年 随时看房 
精装修  二楼   楼下小房  随时看房,燕子山小区东路,甸柳,3室1厅 ,90.32, 南 北 , 精装 ,5, 板楼,8, 一年前发布,2200000.0,"24,358元/平",VR看装修 房本满五年 随时看房 
中间楼层 青年西路 总价低 齐鲁医院,青年西路,文化西路,2室1厅 ,52.89, 南 北 , 精装 ,5, 板楼,86, 一年前发布,820000.0,"15,504元/平",VR看装修 房本满五年 随时看房 
CBD北万科城精装两室+免高税+历下区,万科城三期,化纤厂路,2室2厅 ,85.65, 南 北 , 精装 ,31, 板楼,12, 一年前发布,1570000.0,"18,331元/平",近地铁 VR看装修 房本满两年 随时看房 
燕山立交桥南 中润世纪城 南北通透3室 精装修高楼层,中润世纪城,姚家,3室2厅 ,153.02, 南 北 , 精装 ,11, 板楼,23, 一年前发布,3150000.0,"20,586元/平",VR看装修 房本满两年 随时看房 
二环东路 文东* 燕山中學 环境优美 南北通透采光好,燕东山庄,燕山,3室2厅 ,102.3, 南 北 , 简装 ,6, 板楼,92, 一年前发布,1870000.0,"18,280元/平",VR看装修 房本满五年 随时看房 
浆水泉路多层洋房，低公摊大三居，业主诚意卖,正大城市花园,燕山,3室2厅 ,146.73, 南 北 , 其他 ,7, 板楼,0, 一年前发布,3500000.0,"23,854元/平",VR看装修 房本满两年 随时看房 
燕柳园+纯甸柳+交通方便+公摊小,燕柳园,甸柳,3室2厅 ,143.1, 南 北 , 简装 ,6, 板楼,17, 一年前发布,3700000.0,"25,857元/平",VR看装修 房本满五年 随时看房 
房子独栋 4室 免高税 有车位地下室,名士豪庭1区,浆水泉区,4室2厅 ,178.1, 南 北 , 其他 ,18, 板楼,0, 9个月以前发布,5500000.0,"30,882元/平",VR看装修 房本满五年 随时看房 
宏泰小区+房龄新+客厅有窗户+采光好,宏泰小区,文化东路,2室1厅 ,79.52, 北 , 毛坯 ,6, 板楼,0, 1个月以前发布,1580000.0,"19,870元/平",VR房源 房本满五年 随时看房 
诚心出售 长盛小区 看上房子价格可谈 非顶层 看房方便,长盛小区南区二区,东关,3室1厅 ,64.25, 南 北 , 其他 ,6, 板楼,1, 11个月以前发布,1000000.0,"15,565元/平",VR房源 房本满五年 随时看房 
百合园方正两居室 楼层好位置好 安静无遮挡证满两年,海尔绿城全运村百合园,奥体中心,2室2厅 ,112.0, 南 北 , 其他 ,15, 板楼,0, 1个月以前发布,3190000.0,"28,483元/平",VR看装修 房本满两年 随时看房 
千佛山医院宿舍东方双与精装修干净整洁拎包入住,山师东路23-33号,千佛山,2室0厅 ,46.54, 南 , 其他 ,6, 板楼,0,13,1300000.0,"27,933元/平",VR看装修 随时看房 
银丰玖玺城  精装四居室 落地窗 通阳台 诚心出售,银丰玖玺城,凤山路,4室2厅 ,127.0, 南 北 , 精装 ,18, 板塔结合,1, 1个月以前发布,4000000.0,"31,497元/平",VR看装修 
经十路 银丰玖玺城 精装三居室  中间楼层  全明户型,银丰玖玺城宸和府,凤山路,3室2厅 ,95.0, 南 , 精装 ,31, 板楼,0,28,2600000.0,"27,369元/平",VR看装修 
历下区 奥体铂悦府 精装修  大三居 拎包入住,奥体铂悦府,凤山路,3室2厅 ,155.67, 南 北 , 精装 ,26, 暂无数据,0,26,4000000.0,"25,696元/平",VR看装修 
单位宿舍一梯一户位置优越大院传达,司里街小区北区,泉城路,3室2厅 ,152.68, 南 , 简装 ,4, 板楼,1,23,5600000.0,"36,679元/平",VR看装修 
历山东路 山大南路 历山路 绿景尚品 电梯大平层 4居室,绿景嘉园,山大路,4室2厅 ,226.77, 南 北 , 精装 ,11, 板塔结合,4,25,4990000.0,"22,005元/平",VR房源 
大明湖一楼带院  三室朝阳 单位宿舍,长盛小区南区二区,东关,3室2厅 ,110.0, 南 , 其他 ,5, 板楼,0,28,3000000.0,"27,273元/平",VR看装修 
桂花园南区 4室2厅 南 北,桂花园南区,奥体中心,4室2厅 ,170.0, 南 北 , 精装 ,7, 板楼,0,24,7000000.0,"41,177元/平",近地铁 VR看装修 
此房次顶楼马上办证可贷款精装 大三居室南北通透交通,中信泰富济南尊泉映园,CBD,3室2厅 ,138.0, 南 北 , 精装 ,14, 暂无数据,0,27,5380000.0,"38,986元/平",近地铁 VR看装修 
银丰玖玺城三期   精装三居室 拎包入住好楼层诚心出售,银丰玖玺城,凤山路,3室2厅 ,95.0, 南 , 精装 ,27, 暂无数据,0,19,2660000.0,"28,000元/平",VR看装修 
绿城品质社区，绿城物业，小高层，好楼层落地窗,绿城百合花园,盛福,3室2厅 ,136.51, 南 北 , 简装 ,17, 板楼,2,25,3000000.0,"21,977元/平",VR房源 
历下区 盛景家园三居室 诚意出售 有车位地下室,盛景家园,盛福,3室2厅 ,146.0, 南 北 , 毛坯 ,30, 板楼,0,25,2750000.0,"18,836元/平",VR房源 
历下区公检法宿舍 精装修 视野好 楼层好 带车位地下室,盛景家园,盛福,3室2厅 ,148.8, 南 北 , 精装 ,24, 板塔结合,0,23,3480000.0,"23,388元/平",VR看装修 
奥体旅游路南 户型方正 保养好 济南全运村锦兰园北区,海尔绿城全运村锦兰园,奥体中心,3室2厅 ,152.0, 南 北 , 精装 ,10, 板楼,0,27,6500000.0,"42,764元/平",VR看装修 
花园小镇 3室2厅 南,花园小镇,化纤厂路,3室2厅 ,99.61, 南 , 其他 ,33, 板楼,0,18,1900000.0,"19,075元/平",VR看装修 
千佛山东路 千佛山脚下 环境好 中间楼层 户型方正,千佛山东路45号,千佛山,3室2厅 ,102.69, 南 , 简装 ,7, 板楼,0,24,3100000.0,"30,188元/平",VR看装修 
龙鼎大道 大华紫郡三期 精装大平层 落地窗 空间大,大华紫郡,旅游路,3室2厅 ,199.61, 南 北 , 精装 ,7, 暂无数据,3,21,9500000.0,"47,593元/平",近地铁 VR看装修 
水产局宿舍 正对双语 户型方正 好停车 有地下室,千佛山东二路6号,千佛山,2室1厅 ,74.44, 北 南 , 简装 ,6, 板楼,0,30,2150000.0,"28,883元/平",VR看装修 房本满五年 
泰悦赫府   CBD   洋房  历下区,泰悦赫府,化纤厂路,4室2厅 ,177.0, 南 北 , 精装 ,12, 板楼,2,23,4550000.0,"25,707元/平",近地铁 VR房源 
好地段精装有地下室户型方正中楼层成熟社区看房方便,舜耕路8-1号,千佛山,3室2厅 ,180.93, 南 北 , 精装 ,5, 板楼,1,30,5300000.0,"29,294元/平",VR房源 
CBD 济南尊 3号线丁家庄 开发商精装,中信泰富·济南尊,CBD,3室2厅 ,129.0, 南 北 , 精装 ,24, 板楼,0,16,4770000.0,"36,977元/平",近地铁 VR看装修 
广电宿舍 泉城公园千佛山 文教大院 经十路青年东路,广电宿舍,文化西路,2室2厅 ,90.11, 南 , 简装 ,5, 板楼,0,28,2200000.0,"24,415元/平",VR房源 
诚意出售.精装修.即买即住.全明户型,银丰玖玺城,凤山路,3室2厅 ,127.0, 南 , 精装 ,18, 板塔结合,0,29,3650000.0,"28,741元/平",VR看装修 
证满两年三室两厅两卫 户型三叶草诚心出售,泰悦赫府,化纤厂路,3室2厅 ,125.56, 南 北 , 精装 ,34, 板楼,0,20,2720000.0,"21,663元/平",近地铁 VR看装修 
银丰玖玺城旁 金域华府北 精装三室两卫 无高税,旭辉银盛泰金域蓝山,凤山路,3室2厅 ,113.0, 南 北 , 精装 ,28, 板楼,0,18,2300000.0,"20,354元/平",VR看装修 
两室一厅朝阳 楼层好视野棒 看房方便,西江华府二区,旅游路,3室2厅 ,136.0, 南 北 , 毛坯 ,18, 暂无数据,0,29,4680000.0,"34,412元/平",VR看装修 
历山路128号 3室1厅 南 北,历山路128号,文化东路,3室1厅 ,131.28, 南 北 , 其他 ,25, 板楼,1, 5个月以前发布,3580000.0,"27,270元/平",VR看装修 房本满五年 
此房无高税，一楼带30平方院，卫生间在房子里面,山东省医科院宿舍,文化西路,1室1厅 ,36.81, 南 北 , 其他 ,4, 板楼,7, 一年前发布,1035000.0,"28,118元/平",VR房源 房本满两年 随时看房 
大客厅正规大三室 花园庄 林业大厦 独立楼栋 高品质,花园庄小区,山大路,3室2厅 ,100.95, 南 北 , 其他 ,6, 板楼,2, 5个月以前发布,1470000.0,"14,562元/平",VR看装修 房本满两年 随时看房 
历下区，电梯洋房，好楼层精装修，拎包入住,普利商务中心,CBD,2室2厅 ,109.82, 南 北 , 精装 ,12, 板楼,1, 4个月以前发布,1750000.0,"15,936元/平",VR看装修 房本满五年 随时看房 
历下 电力设计院宿舍 大院传达 诚意出售 大院停车方便,闵子骞路94号,甸柳,3室1厅 ,100.02, 南 北 , 简装 ,6, 板楼,1, 2个月以前发布,2300000.0,"22,996元/平",VR看装修 房本满五年 随时看房 
纯甸柳 无记录 三楼 两室朝阳 南北无遮挡 无抵押,甸柳三区,甸柳,3室1厅 ,75.0, 南 北 , 其他 ,5, 板楼,0,6,2330000.0,"31,067元/平",VR房源 随时看房 
泉城广场 山师 双气2012年 精装两室一厅 出售,东舍坊东居,佛山街,2室2厅 ,65.28, 南 , 其他 ,6, 板楼,1, 2个月以前发布,1450000.0,"22,213元/平",VR看装修 房本满五年 随时看房 
历山路 三室  大院停车 看房子方便,历山路62号,山大路,3室1厅 ,74.59, 南 北 , 其他 ,4, 板楼,7, 一年前发布,1350000.0,"18,099元/平",VR看装修 房本满五年 随时看房 
中建文化城 小区内中间位置 楼层好 三室朝阳,中建文化城,燕山,3室1厅 ,169.66, 南 北 , 其他 ,21, 板楼,1, 2个月以前发布,5570000.0,"32,831元/平",VR看装修 房本满五年 随时看房 
经十路，燕子山，东方双语好户型三居室,经十路14626号,燕山,3室2厅 ,129.6, 南 北 , 精装 ,6, 板楼,0, 3个月以前发布,2490000.0,"19,213元/平",VR看装修 房本满五年 随时看房 
名士豪庭二区塞纳丽舍 满五唯一 好楼层 视野棒急售,名士豪庭2区,浆水泉区,3室2厅 ,142.32, 南 北 , 其他 ,18, 板楼,1, 3个月以前发布,4280000.0,"30,074元/平",VR看装修 房本满五年 随时看房 
此房配套齐全  交通方便  业主诚意出售,师东小区,文化东路,1室1厅 ,49.4, 东 西 , 简装 ,6, 板楼,32, 一年前发布,820000.0,"16,600元/平",VR看装修 房本满五年 随时看房 
泺河小区  中间楼层  旁边菜市场  交通方便,泺河小区,大明湖站,2室1厅 ,63.0, 南 北 , 其他 ,6, 板楼,0, 2个月以前发布,1000000.0,"15,874元/平",近地铁 VR看装修 房本满五年 随时看房 
万科CBD内大平层，物业好，精装修，地铁沿线，临天街,万科大都会,CBD,3室2厅 ,205.65, 南 北 , 其他 ,27, 板楼,0, 4个月以前发布,8650000.0,"42,062元/平",近地铁 VR房源 房本满两年 随时看房 
省科研单位宿舍三居室 免费停车生活成本低带5平小房。,燕东新路11-1号,燕山,3室2厅 ,99.01, 南 北 , 简装 ,4, 板楼,26, 一年前发布,1900000.0,"19,190元/平",VR房源 房本满五年 随时看房 
十亩园东街  中间楼层  建委宿舍 有地下室,十亩园东街,青后,2室1厅 ,96.77, 南 , 其他 ,6, 板楼,3, 一年前发布,2350000.0,"24,285元/平",VR看装修 房本满五年 
客厅主卧朝阳 南北通透 总价低 保养好 诚意卖,海尔绿城全运村百合园,奥体中心,2室2厅 ,92.79, 南 北 , 其他 ,10, 板楼,5, 9个月以前发布,2800000.0,"30,176元/平",VR看装修 房本满两年 随时看房 
五六复式，楼上楼下面积相同，总面积144.8,环山路75号,环山,2室3厅 ,72.4, 南 北 , 简装 ,5, 板楼,122, 一年前发布,2350000.0,"32,459元/平",VR房源 房本满五年 随时看房 
单位宿舍 双气 诚心出售 低楼层 带地下室,佛山苑四区,佛山街,3室2厅 ,98.93, 南 北 , 简装 ,7, 板楼,44, 一年前发布,2250000.0,"22,744元/平",VR看装修 房本满五年 随时看房 
急售 趵突泉 户型好用 南北通透 钥匙房 临齐鲁医院,趵突泉一区,佛山街,1室2厅 ,53.26, 南 北 , 精装 ,6, 板楼,12, 一年前发布,960000.0,"18,025元/平",VR看装修 房本满五年 随时看房 
低楼层，电力设计院，甸柳一，满五唯一三居室，采光足,闵子骞路94号,甸柳,3室1厅 ,87.43, 南 北 , 简装 ,5, 板楼,21, 一年前发布,2160000.0,"24,706元/平",VR看装修 房本满五年 随时看房 
七中宿舍教育局干休楼 2室1厅 南 北,七中宿舍教育局干休楼,甸柳,2室1厅 ,55.0, 南 北 , 其他 ,4, 板楼,0,2,1100000.0,"20,000元/平",VR看装修 随时看房 
大明湖电梯房，小户型好出租可投Z,明湖天地,东关,1室1厅 ,54.71, 南 , 精装 ,10, 板楼,1, 4个月以前发布,1100000.0,"20,107元/平",VR房源 房本满五年 随时看房 
华能路与化纤厂路交界  历下区CBD商圈  两室电梯双气,蓝调国际,化纤厂路,2室1厅 ,81.75, 南 , 其他 ,23, 板楼,0, 5个月以前发布,750000.0,"9,175元/平",VR房源 房本满五年 随时看房 
正规两室一厅 大院传达 单位宿舍单价低,羊头峪西沟,文化东路,2室1厅 ,75.0, 南 北 , 其他 ,5, 板楼,0, 2个月以前发布,1400000.0,"18,667元/平",VR房源 房本满五年 随时看房 
燕子山小区东路+3居中间楼层+民政厅宿舍+好停车+楼新,燕子山小区东路,甸柳,3室2厅 ,113.59, 南 北 , 其他 ,5, 板楼,0, 2个月以前发布,2900000.0,"25,531元/平",VR房源 房本满五年 随时看房 
奥体西路两居室诚意出售，户型方正,泰悦赫府,化纤厂路,2室2厅 ,91.05, 南 , 其他 ,34, 板楼,0, 2个月以前发布,1650000.0,"18,122元/平",近地铁 VR房源 房本满五年 随时看房 
中建国熙台+纯毛坯+南北通透+证满二年+采光好=品质高,国熙台,山大路,3室2厅 ,143.56, 南 北 , 毛坯 ,26, 板楼,7, 5个月以前发布,4600000.0,"32,043元/平",VR看装修 房本满五年 随时看房 
万科品质精装两居，视野采光好，配套完善,万科城一期,化纤厂路,2室2厅 ,81.04, 南 , 精装 ,34, 板楼,9, 一年前发布,1660000.0,"20,484元/平",近地铁 VR看装修 房本满五年 随时看房 
历下区 CBD旁 无遮挡 不沿街 看房方便,万科城二期,化纤厂路,2室2厅 ,81.59, 东南 , 精装 ,34, 板楼,15, 7个月以前发布,1570000.0,"19,243元/平",近地铁 VR房源 房本满两年 随时看房 
新出 山大路 三室 采光好  看房有钥匙 业主诚心出售,山大路210号,甸柳,3室1厅 ,60.87, 南 北 , 其他 ,5, 板楼,5, 一年前发布,1220000.0,"20,043元/平",VR看装修 房本满五年 随时看房 
历下区，工业南路，温馨两居室，看房方便,东盛花园,凤山路,2室2厅 ,70.0, 南 北 , 其他 ,6, 板楼,1, 2个月以前发布,690000.0,"9,858元/平",VR看装修 房本满五年 随时看房 
二环东路 三箭吉祥苑  单位宿舍 户型好 南北通透,东旺家园,甸柳,2室2厅 ,87.0, 南 北 , 其他 ,7, 板楼,2, 一年前发布,1910000.0,"21,955元/平",VR看装修 房本满五年 随时看房 
解放路国华经典三居室南北通透诚心出售,国华经典,甸柳,3室2厅 ,145.67, 南 北 , 其他 ,11, 板楼,1, 5个月以前发布,3400000.0,"23,341元/平",VR看装修 房本满五年 随时看房 
双室朝阳！全明户型！产权地下室！交通便利！,假日丽景花园小区西区,祝甸,2室2厅 ,85.78, 南 , 简装 ,11, 板楼,4, 5个月以前发布,1350000.0,"15,738元/平",VR看装修 房本满五年 随时看房 
南北通透精装修3室 视野采光好 满五年随时看,名士豪庭1区,浆水泉区,3室2厅 ,134.73, 南 北 , 精装 ,25, 板楼,0, 4个月以前发布,3620000.0,"26,869元/平",VR看装修 房本满五年 随时看房 
名悦山庄 南向两居室 奥体 龙奥 旅游路,名悦山庄,旅游路,2室2厅 ,96.02, 南 , 毛坯 ,11, 板楼,98, 一年前发布,2850000.0,"29,682元/平",近地铁 VR看装修 房本满五年 随时看房 
财富三区，山大辅仁，免增值税，有16平地下室车位另算,财富中心,银座花园,3室2厅 ,107.8, 南 北 , 精装 ,31, 板楼,174, 一年前发布,3430000.0,"31,819元/平",近地铁 VR看装修 房本满两年 随时看房 
一楼有40平米小院 单位宿舍大院传达户型好,山师北街5号院,文化东路,2室1厅 ,65.81, 南 北 , 其他 ,6, 板楼,1, 1个月以前发布,2060000.0,"31,303元/平",VR看装修 房本满五年 随时看房 
证满五年，三室，客厅朝阳，好楼层，户型方正,数码港,山大路,3室2厅 ,127.6, 南 , 其他 ,11, 板楼,0, 4个月以前发布,2570000.0,"20,142元/平",VR看装修 房本满五年 随时看房 
建委宿舍 南北通透  大三居  大阳台  全明户型,历山东路3,山大路,3室1厅 ,120.74, 南 北 , 其他 ,5, 板楼,12, 一年前发布,2350000.0,"19,464元/平",VR看装修 房本满五年 随时看房 
CBD旁 户型方正 视野采光好 无遮挡,保利华庭,化纤厂路,2室2厅 ,70.02, 南 北 , 其他 ,34, 板楼,1, 5个月以前发布,1360000.0,"19,424元/平",近地铁 VR房源 房本满两年 随时看房 
历下区 观远山看湖景 小户型 世纪大道经十路近在咫尺,三庆城市主人,凤山路,2室2厅 ,91.51, 南 , 精装 ,29, 板楼,4, 一年前发布,1440000.0,"15,736元/平",VR看装修 房本满两年 随时看房 
历下精装两居，R3线，CBD旁，好物业，好住,万科城一期,化纤厂路,2室2厅 ,79.87, 南 北 , 精装 ,16, 板楼,17, 一年前发布,1590000.0,"19,908元/平",近地铁 VR看装修 房本满五年 随时看房 
满五唯一 出行方便 视野开阔 南北通透,燕东山庄,燕山,2室2厅 ,73.47, 南 北 , 简装 ,4, 板楼,13, 一年前发布,1400000.0,"19,056元/平",VR看装修 房本满五年 随时看房 
电梯房，浆水泉路，武警医院，窑头路，改善,华丰居,姚家,3室2厅 ,141.99, 南 北 , 其他 ,18, 板楼,2, 3个月以前发布,2990000.0,"21,058元/平",VR看装修 房本满五年 随时看房 
正觉寺小区  1室  小户型  朝南向 总价低  双气,正觉寺小区一区,佛山街,1室0厅 ,33.86, 南 , 其他 ,7, 板楼,0, 2个月以前发布,770000.0,"22,741元/平",VR看装修 房本满五年 随时看房 
一楼带花园20多平 花园已开南门 进出方便 解放路,七中宿舍教育局干休楼,甸柳,3室2厅 ,97.0, 南 北 , 毛坯 ,6, 板楼,2, 2个月以前发布,2380000.0,"24,537元/平",VR看装修 房本满两年 随时看房 
